created_at,tweet_text,location,name,clean_Tweet_NoPunct,clean_Tweet_NoPunctNoStop,clean_Tweet_NoPunctNoStopNoNumber,mapped_country
09-04-20 2:11,RT @BBCkatyaadler: World Health Organisation says governments shouldn't lift #coronavirus restrictions unless they'te sure their national h…,,bloop,world health organisation says governments should nt lift  coronavirus restrictions unless theyte sure their national h…,world health organisation says governments nt lift coronavirus restrictions unless theyte sure national h…,world health organisation says governments nt lift coronavirus restrictions unless theyte sure national, Italia
09-04-20 2:11,"RT @VictorJoecks: This means that if — and that’s a big IF — hydroxychloroquine is effective against #coronavirus, Nevada inmates will have…",United States,2600khz,this means that if — and that ’ s a big if — hydroxychloroquine is effective against  coronavirus  nevada inmates will have…,means — ’ big — hydroxychloroquine effective coronavirus nevada inmates have…,means big hydroxychloroquine effective coronavirus nevada inmates,United States
09-04-20 2:11,"RT @thewire_in: In an attempt to further communalise the coronavirus pandemic in India, Dainik Bhaskar published a crossword on April 7 tha…",,Alok Singh,in an attempt to further communalise the coronavirus pandemic in india  dainik bhaskar published a crossword on april 7 tha…,attempt communalise coronavirus pandemic india dainik bhaskar published crossword april 7 tha…,attempt communalise coronavirus pandemic india dainik bhaskar published crossword april, Italia
09-04-20 2:11,"RT @StarTribune: The city of St. Paul said it is closing playgrounds, sports courts and skate parks to help combat the spread of COVID-19.…","Minneapolis, MN",Trevor Keeler,the city of st paul said it is closing playgrounds  sports courts and skate parks to help combat the spread of covid19…,city st paul said closing playgrounds sports courts skate parks help combat spread covid19…,city st paul said closing playgrounds sports courts skate parks help combat spread, United States of America
09-04-20 2:11,"RT @CitiesAlliance: ""#Affordablehousing is the most comprehensive and sustainable humanitarian response we have in the face of the current…","São Paulo, Brasil",Anacláudia Rossbach,affordablehousing is the most comprehensive and sustainable humanitarian response we have in the face of the current…,affordablehousing comprehensive sustainable humanitarian response face current…,affordablehousing comprehensive sustainable humanitarian response face, Brasil
09-04-20 2:11,RT @Geopolitics_Emp: Our interview on the #Coronavirus with Dr. #FrancisBoyle (who drafted the Biological Weapons Convention) which had 300…,,Verdad Teller 🛡♦,our interview on the  coronavirus with dr  francisboyle  who drafted the biological weapons convention  which had 300…,interview coronavirus dr francisboyle drafted biological weapons convention 300…,interview coronavirus dr francisboyle drafted biological weapons convention, Italia
09-04-20 2:11,"RT @UN_News_Centre: The head of the UN health agency @WHO has warned against politicization of the #COVID19 pandemic.

@DrTedros also under…",Maharashtra,Imran Khan,the head of the un health agency  who has warned against politicization of the  covid19 pandemic   drtedros also under…,head un health agency warned politicization covid19 pandemic drtedros also under…,head un health agency warned politicization pandemic drtedros also, India
09-04-20 2:11,RT @mitchellvii: I want to say a special thanks to all of those #MAGA Patriots who stood by President Trump through this entire COVID-19 cr…,"Louisiana, USA",Robert Hebert,i want to say a special thanks to all of those  maga patriots who stood by president trump through this entire covid19 cr…,want say special thanks maga patriots stood president trump entire covid19 cr…,want say special thanks maga patriots stood president trump entire, United States of America
09-04-20 2:11,"RT @grantstern: Author Grant Stern wrote on Twitter, ""Kayleigh McEnany is coming to the White House with new ""alternative facts"" about #cor…","Cambridge, United Kingdom",Taima Pizey McDonald,author grant stern wrote on twitter   kayleigh mcenany is coming to the white house with new  alternative facts  about  cor…,author grant stern wrote twitter kayleigh mcenany coming white house new alternative facts cor…,author grant stern wrote twitter kayleigh mcenany coming white house new alternative facts, United Kingdom
09-04-20 2:11,"RT @nhannahjones: Covid-19 attacks groups who are most vulnerable and in America, no one is more vulnerable than poor black people (and poo…",,本の案内人,covid19 attacks groups who are most vulnerable and in america  no one is more vulnerable than poor black people  and poo…,covid19 attacks groups vulnerable america one vulnerable poor black people poo…,attacks groups vulnerable america one vulnerable poor black people, Italia
09-04-20 2:11,RT @bergerchris: There are amazing moments of solidarity happening amidst the unprecedented times we are facing while fighting #COVID19. On…,"Charlotte, NC",Jerrika Swartz,there are amazing moments of solidarity happening amidst the unprecedented times we are facing while fighting  covid19  on…,amazing moments solidarity happening amidst unprecedented times facing fighting covid19 on…,amazing moments solidarity happening amidst unprecedented times facing fighting, United States of America
09-04-20 2:11,RT @MillerCrime: @MichaelJStern1 @BobbeeSnow @DerpStateActor @yellowpaiges @MariannaNBCNews @JoeBiden @KamalaHarris We disabled workers don…,,🌹Autistic Social Worker🌹#NotMeUs ♿️,michaeljstern1  bobbeesnow  derpstateactor  yellowpaiges  mariannanbcnews  joebiden  kamalaharris we disabled workers don…,michaeljstern1 bobbeesnow derpstateactor yellowpaiges mariannanbcnews joebiden kamalaharris disabled workers don…,bobbeesnow derpstateactor yellowpaiges mariannanbcnews joebiden kamalaharris disabled workers, Italia
09-04-20 2:11,"RT @TheHiddenJewell: The next 33,000 deaths in the United States will all be attributed to #COVID19 regardless of the underlying cause.

Af…",R MAGAVille,🐰QcrushMAGARoller🐰,the next 33000 deaths in the united states will all be attributed to  covid19 regardless of the underlying cause  af…,next 33000 deaths united states attributed covid19 regardless underlying cause af…,next deaths united states attributed regardless underlying cause,None
09-04-20 2:11,RT @michellefucich: Some of our heroes 💜 Thank you to everyone serving on the front lines keeping us safe! We love and pray for you 🙏🏼  #ri…,Mexico,Códices del pequeño tlahtoani,some of our heroes 💜 thank you to everyone serving on the front lines keeping us safe  we love and pray for you 🙏🏼  ri…,heroes 💜 thank everyone serving front lines keeping us safe love pray 🙏🏼 ri…,heroes thank everyone serving front lines keeping us safe love pray, México
09-04-20 2:11,"RT @HoustonHealth: ""During the most challenging public health crisis of our lifetimes, it is more important than ever to celebrate public h…","Houston, TX",Destiny Group H & W,during the most challenging public health crisis of our lifetimes  it is more important than ever to celebrate public h…,challenging public health crisis lifetimes important ever celebrate public h…,challenging public health crisis lifetimes important ever celebrate public, United States of America
09-04-20 2:11,"RT @9NewsAUS: #BREAKING: The Nine Network has accused the NRL of ""mismanagement"" of the sport after being ""left out"" of COVID-19 planning a…",Australia,Sophie kneebone,breaking  the nine network has accused the nrl of  mismanagement  of the sport after being  left out  of covid19 planning a…,breaking nine network accused nrl mismanagement sport left covid19 planning a…,breaking nine network accused nrl mismanagement sport left planning,Australia
09-04-20 2:11,"RT @CBCAlerts: Watch live @CBC News: Ontario grocery stores to close Friday and Sunday to give workers a break, Ontario premier confirms. D…","Hamilton, ON",Gord Zaroski,watch live  cbc news  ontario grocery stores to close friday and sunday to give workers a break  ontario premier confirms  d…,watch live cbc news ontario grocery stores close friday sunday give workers break ontario premier confirms d…,watch live cbc news ontario grocery stores close friday sunday give workers break ontario premier confirms, Canada
09-04-20 2:11,"RT @CFDMedia: From Larry Langford; CFD has lost one of our own to complications of COVID-19. Firefighter Mario Araujo, a proud member of CF…",TX,Cartwright,from larry langford  cfd has lost one of our own to complications of covid19  firefighter mario araujo  a proud member of cf…,larry langford cfd lost one complications covid19 firefighter mario araujo proud member cf…,larry langford cfd lost one complications firefighter mario araujo proud member, United States of America
09-04-20 2:11,"RT @FuctupMike: Do you believe that @ChrisCuomo is infected with Covid-19?

Please feel free to vote, retweet and comment.",,deedeeknows ⭐️⭐️⭐️,do you believe that  chriscuomo is infected with covid19  please feel free to vote  retweet and comment,believe chriscuomo infected covid19 please feel free vote retweet comment,believe chriscuomo infected please feel free vote retweet comment, Italia
09-04-20 2:11,"RT @Jim_Jordan: House Democrats are already demanding that illegal immigrants receive benefits in the next #coronavirus aid package. 

Seri…",,Margaret Woods the un-hyphenated American,house democrats are already demanding that illegal immigrants receive benefits in the next  coronavirus aid package  seri…,house democrats already demanding illegal immigrants receive benefits next coronavirus aid package seri…,house democrats already demanding illegal immigrants receive benefits next coronavirus aid package, Italia
09-04-20 2:11,RT @AminaJMohammed: Thank you to the Member State Advisory Group on Climate for putting climate action on the agenda for building back bett…,,Victor Nyaga 🇰🇪,thank you to the member state advisory group on climate for putting climate action on the agenda for building back bett…,thank member state advisory group climate putting climate action agenda building back bett…,thank member state advisory group climate putting climate action agenda building back, Italia
09-04-20 2:11,RT @clarkfornorman: The latest COVID-19 update! The Stay at Home order has been extended to 4/30. Also the @CleCountyHealth Dept will host…,University of Oklahoma,Kermyt Anderson,the latest covid19 update  the stay at home order has been extended to 430  also the  clecountyhealth dept will host…,latest covid19 update stay home order extended 430 also clecountyhealth dept host…,latest update stay home order extended also clecountyhealth dept, United States of America
09-04-20 2:11,"RT @mlgagnon_XVII: This applies to employers too, right? 
No muzzling
No threats
No intimidation
No unsafe workplaces
No culture of silence…","Warkworth, Ontario",Kim English,this applies to employers too  right  no muzzling no threats no intimidation no unsafe workplaces no culture of silence…,applies employers right muzzling threats intimidation unsafe workplaces culture silence…,applies employers right muzzling threats intimidation unsafe workplaces culture, Canada
09-04-20 2:11,RT @NetraChavan1: 🙏 Mr President @realDonaldTrump Pass S386 NOW. Indian Legal Immigrants in GCBacklog line r facing challenges of Status Ma…,India,Unapologetic Indian 🇮🇳,🙏 mr president  realdonaldtrump pass s386 now  indian legal immigrants in gcbacklog line r facing challenges of status ma…,🙏 mr president realdonaldtrump pass s386 indian legal immigrants gcbacklog line r facing challenges status ma…,mr president realdonaldtrump pass indian legal immigrants gcbacklog line r facing challenges status,भारत - India
